item,user,rating,timestamp
B00001P4ZH,A2WB7LZ595CR50,4.0,1258502400
B00001WRSJ,AS8C336DDLSO4,5.0,1490227200
B00001P4ZH,A118A49ORGNEUM,3.0,1250640000
B00001WRSJ,A1C1QCRKYDO1EM,4.0,1476230400
B00001P4ZH,A4OPNK2K0EDLG,5.0,1239753600
B00001P4ZH,A1J75JJ0Q2OEJN,5.0,1238889600
B00001P4ZH,A6FIAB28IS79,3.0,1237507200
B00001WRSJ,A1HFIEWJVPMHGN,5.0,1459296000
B00001WRSJ,A1RPM1PQLVO6FN,5.0,1454284800
B00001WRSJ,A6FIAB28IS79,5.0,1449964800
B00001WRSJ,A979ON3H1O593,5.0,1446076800
B00001P4ZH,A80DXXEKX12RI,5.0,1215820800
B00001WRSJ,A3D42ZX96FA6EW,2.0,1445817600
B00001WRSJ,A264FFZJ4M9MUN,5.0,1445299200
B00001WRSJ,A1IUANSOUF93LY,2.0,1440547200
B00001WRSJ,A28X0LT2100RL1,5.0,1439856000
B00001WRSJ,ALHWZSTAELK9I,5.0,1424908800
B00001P4ZH,A3IQKWA25HVA5U,4.0,1162512000
B00001WRSJ,APG2BHOAXPNEQ,3.0,1421971200
B00001WRSJ,A11P105WVK5240,5.0,1421625600
B00001WRSJ,AZ1AAJC51S98X,5.0,1421366400
B00001WRSJ,A3AP4O811TCOG6,5.0,1421193600
B00001WRSJ,A11Q90WXH3CS4,5.0,1413244800
B00001WRSJ,A1T1YSCDW0PD25,3.0,1411862400
B00001WRSJ,A1UEQ4RFJBMGYJ,4.0,1411776000
B00001WRSJ,A1XOG0IZ7PM7X6,5.0,1411171200
B00001WRSJ,A1QF996642YT9L,3.0,1404691200
B00001WRSJ,A13L45CSY7TEQZ,4.0,1404345600
B00001WRSJ,A3REYP3W0BLUNA,5.0,1404000000
B00001WRSJ,A298GL2D0BHGKZ,5.0,1404000000
B00001WRSJ,A4GGT6O0GQNV2,5.0,1393459200
B00001WRSJ,A2YBKKLYAMSJMU,5.0,1392336000
B00001WRSJ,A1EX7MNFZYL58,5.0,1390435200
B00001WRSJ,A317RWPY08I5QX,5.0,1383609600
B00001WRSJ,A99K7S15XOQ45,4.0,1371427200
B00001WRSJ,A2QL8RR6HVSXR9,5.0,1360972800
B00001WRSJ,A21CJLXIU27CBK,5.0,1350950400
B00001WRSJ,A9KOC3PXLXYSB,5.0,1337731200
B00001WRSJ,A4JF3BCJO0VGI,5.0,1333929600
B00001WRSJ,A36MHSUQIH1XJE,5.0,1318204800
B00001WRSJ,A2BMZRO0H7TFCS,3.0,1262822400
B00001WRSJ,A1F9Z42CFF9IAY,2.0,1247961600
B00001WRSJ,A2EZTM9WY5B5IL,4.0,1213056000
B00004SABB,AQTREEANSNEEH,3.0,1508716800
B00004SABB,A21CDQWIG6D0UR,5.0,1500508800
B00004SABB,A1KBD7BOJFFNJ,3.0,1496188800
B00004SABB,ASQ5357GTL3PV,3.0,1485734400
B00004SABB,A2BIRQFS4IANA9,3.0,1464739200
B00004SABB,A1QTUVHGSLOLZ9,5.0,1463875200
B00004SABB,A23GFTVIETX7DS,4.0,1451520000
B00004SABB,A1QUZ146SHMQO2,5.0,1451347200
B00004SABB,AKMLTHX647BDH,5.0,1451174400
B00004SABB,A1E6ILRSSEWU4C,3.0,1450483200
B00004SABB,A10CRW7XRJBJ2G,2.0,1443398400
B00004SABB,A35EKSPLZDL2XC,4.0,1433548800
B00004SABB,A6JV90PMDIYYX,4.0,1423267200
B00004SABB,A3D3B790CQD07W,5.0,1420416000
B00004SABB,A3OEOSLHV54VQU,5.0,1418601600
B00004SABB,A7U2GPWUHBI4Z,5.0,1417564800
B00004SABB,A297R44X7WEQ8T,2.0,1414972800
B00004SABB,A1P2OBC87CTSRL,5.0,1414368000
B00004SABB,A3CH4MIJPZUOBU,3.0,1411430400
B00004SABB,A36VH5B1T6CFOD,4.0,1410739200
B00004SABB,A3LK65Q9C99GFT,4.0,1408492800
B00004SABB,A2N3HRFL6XBSU9,5.0,1408406400
B00004SABB,A1SEAZ7BHFPRPD,5.0,1406073600
B00004SABB,AGSFDOSH4GJ2Q,3.0,1405900800
B00004SABB,APFDM4RTT2E0B,5.0,1404691200
B00004SABB,ADKYANLVMPKSC,4.0,1403136000
B00004SABB,A3C5B6DI5QZHKG,5.0,1399593600
B00004SABB,A3T1KATJEI7I29,5.0,1397433600
B00004SABB,AZAC8O310IK4E,5.0,1396569600
B00004SABB,A87CILADRIZW0,5.0,1395619200
B00004SABB,AWHT8HM8R4B3Z,4.0,1394755200
B00004SABB,AGEWOMQ90BV8R,4.0,1384905600
B00004SABB,A3EP26M3QHINXT,5.0,1384732800
B00004SABB,A3EQQHWJ1EEYEU,5.0,1375228800
B00004SABB,A1TDR7Y90SVCHL,3.0,1367193600
B00004SABB,A3LMH7M7YGUW81,1.0,1365984000
B00004SABB,ARC5ASW9CUAGP,1.0,1357257600
B00004SABB,A18MQWHBYS6MLN,1.0,1339632000
B00004SABB,A2VHNK9KG4FN9F,3.0,1336953600
B00004SABB,A2ZIXNYGNZBDYS,5.0,1329436800
B00004SABB,A1ODOGXEYECQQ8,4.0,1318636800
B00004T8R2,A3N8SCPIJCGDKR,1.0,1523664000
B00004T8R2,A350IIQDMYY8IT,5.0,1523491200
B00004T8R2,A207L6A5HAC24B,4.0,1519689600
B00004T8R2,A28UAJTMBWQYRG,5.0,1518998400
B00004T8R2,A143X0EUX2LCDS,4.0,1518220800
B00004T8R2,A17CLAF428NVBE,5.0,1515715200
B00004T8R2,A1M27JAMAK7NWA,5.0,1512086400
B00004T8R2,ABMF4UC4Z00NT,5.0,1511136000
B00004T8R2,A2VS590SKZLL4K,5.0,1509062400
B00004T8R2,A15JP4G64FDIND,5.0,1508198400
B00004T8R2,A161GTT7EN26JP,4.0,1501200000
B00004T8R2,A25SSUH71H6W59,5.0,1501113600
B00004T8R2,A3PVA1Y953L9W8,4.0,1495411200
B00004T8R2,A2JB0JIUOWA2CE,5.0,1494892800
B00004T8R2,A18BQXGJ3RO1BC,5.0,1492646400
B00004T8R2,AV8JMKG3LOULC,5.0,1491350400
B00004T8R2,AJORB1WFEXZ3T,5.0,1491264000
B00004T8R2,A9DYWY9VOSP1P,5.0,1490227200
B00004T8R2,A3FLQUP8SFDQQ7,5.0,1488240000
B00004T8R2,A10O7THJ2O20AG,5.0,1484438400
B00004T8R2,A1MVHJL5P64K1M,5.0,1483747200
B00004T8R2,A1OPJJE7FCQ8PV,5.0,1483228800
B00004T8R2,A21D7IZG6TO2WO,5.0,1480896000
B00004T8R2,A2APB91IQZTJ80,5.0,1480032000
B00004T8R2,A2YT2HLL9U4U0Q,5.0,1479254400
B00004T8R2,ATLWQV9V1F3MC,3.0,1469491200
B00004T8R2,A3KQUCP8LZ3BBY,5.0,1469318400
B00004T8R2,A1EBJKHT0DSNJL,5.0,1468022400
B00004T8R2,A2JWWEHHIDO04E,5.0,1467072000
B00004T8R2,A3IINWVUF47H15,5.0,1465603200
B00004T8R2,A3RGPLX4F1P545,5.0,1463616000
B00004T8R2,A1UWL2368UZSKC,4.0,1463443200
B00004T8R2,A33FZNPF0TRLYN,5.0,1463356800
B00004T8R2,A12YN0X0CRN1AV,5.0,1452038400
B00004T8R2,A1ZPDS5KMCN8S5,5.0,1451865600
B00004T8R2,A3EZFFPVS34AMO,5.0,1451347200
B00004T8R2,A173A5BK5LMDFT,4.0,1448064000
B00004T8R2,A2LDOPTBN7KNCF,4.0,1446595200
B00004T8R2,AR3N1VLW722V9,5.0,1446508800
B00004T8R2,A1DZ6PAMHXNA5I,5.0,1445558400
B00004T8R2,A2KX1WC16ULW7P,5.0,1445385600
B00004T8R2,AVZ0L8UFJB1QS,5.0,1444867200
B00004T8R2,AFIXZ6W3MZ2KD,4.0,1442448000
B00004T8R2,A146CA37V0450V,5.0,1438732800
B00004T8R2,AJ5WEAIVBLGGB,5.0,1433980800
B00004T8R2,A1UJGZQJG6BP9K,5.0,1432857600
B00004T8R2,AYN68UNCIWGUF,4.0,1429660800
B00004T8R2,A1J9LW078SZFQQ,5.0,1429142400
B00004T8R2,A36ZJMFY68ZSE6,4.0,1424995200
B00004T8R2,A3PT5CNQS1U5SZ,4.0,1423267200
B00004T8R2,A3QX0ERX4D03TF,4.0,1421020800
B00004T8R2,A11NFFG2EQD1X6,5.0,1420934400
B00004T8R2,A35V7AV13VMCCS,5.0,1420070400
B00004T8R2,A37R3MKGAIVWRU,5.0,1418515200
B00004T8R2,AZFJMFNXIM3LA,4.0,1418256000
B00004T8R2,AWO32HN0KS1HC,4.0,1412035200
B00004T8R2,A1P9JI4TR933JX,5.0,1405987200
B00004T8R2,A2EAW9C31JE4L6,5.0,1403740800
B00004T8R2,AN9CP6J4JF91X,4.0,1403222400
B00004T8R2,A2GP3MF3JV9XSO,5.0,1402531200
B00004T8R2,A1QIT9HX39HLI0,5.0,1400112000
B00004T8R2,A365PBEOWM7EI7,4.0,1396310400
B00004T8R2,A1X7X8KB9NXPAA,4.0,1395446400
B00004T8R2,AD5E41KLIJGG2,5.0,1395187200
B00004T8R2,A3WFXFCLASQMP,5.0,1393718400
B00004T8R2,A2L6U1XA9WQR2M,5.0,1391644800
B00004T8R2,A2UWPFYTMPW6S5,5.0,1390348800
B00004T8R2,A2SNID1IYR1TBU,5.0,1388534400
B00004T8R2,A2CJ4DLE8TWAGL,5.0,1385769600
B00004T8R2,A20361V1Y2GZ5X,4.0,1385424000
B00004T8R2,A297R44X7WEQ8T,1.0,1383696000
B00004T8R2,A242NHKVYIYHHP,4.0,1382140800
B00004T8R2,A2F1V6JKYFP67M,2.0,1377820800
B00004T8R2,A3KY5RJPX71812,5.0,1371859200
B00004T8R2,ALHWZSTAELK9I,5.0,1365465600
B00004T8R2,A3SK4WFWME8A8N,5.0,1362009600
B00004T8R2,ATXRV6Z3N08ZX,5.0,1351209600
B00004T8R2,A35HUT8MQMT21L,4.0,1349654400
B00004T8R2,A1GBT4UN2RW7XY,5.0,1344211200
B00004T8R2,A1U6XPYATU9OPG,5.0,1340409600
B00004T8R2,A2TLKM8E9CDIMP,5.0,1339632000
B00004T8R2,A2B5F8N1BO2CQA,5.0,1337126400
B00004T8R2,A3T7V207KRDE2O,5.0,1335398400
B00004T8R2,A2MQYBL04OEG6B,5.0,1333497600
B00004T8R2,A3HUK2D3SNXHMR,3.0,1317427200
B00004T8R2,A19W47CXJJP1MI,5.0,1314144000
B00004T8R2,A28Q0JA9H8WZOD,5.0,1305936000
B00004T8R2,A3MWMO2IOQDWBJ,4.0,1288137600
B00004T8R2,A2RMTTDT5Z6G86,5.0,1259193600
B00004T8R2,A39ANGL5T77E0B,5.0,1206489600
B00004Z5CP,A267HG0JU6FHHY,5.0,1501718400
B00004Z5CP,A3QIMGGEHUSJA,5.0,1491091200
B00004Z5CP,A1VOFY3QFT9WCG,5.0,1482105600
B00004Z5CP,A3OMXNI2KVJZPJ,5.0,1481068800
B00004Z5CP,AXU8RH1DEV21H,5.0,1477267200
B00004Z5CP,A100WO06OQR8BQ,5.0,1476921600
B00004Z5CP,A34JP8QRZRS7W5,4.0,1475107200
B00004Z5CP,A1UCMY6JQM8FQ4,5.0,1472774400
B00004Z5CP,ALDYVPJB1J69N,5.0,1470700800
B00004Z5CP,A2A5FBW4HJKWBB,5.0,1465862400
B00004Z5CP,A567HBSX35U7X,5.0,1464048000
B00004Z5CP,A1YJGYIT5HA7ZL,5.0,1462924800
B00004Z5CP,A28GWR5Q9O40PP,5.0,1462665600
B00004Z5CP,A24O6LJ3TUADQL,3.0,1461628800
B00004Z5CP,A68BBGP3BA8NE,5.0,1458864000
B00004Z5CP,A1VS427VTL2CG3,5.0,1458086400
B00004Z5CP,A9UJ1ELYK0PAP,3.0,1455753600
B00004Z5CP,A1S011SMHQ4Y1G,5.0,1455235200
B00004Z5CP,A2GTYRAW4PEIHQ,3.0,1453766400
B00004Z5CP,AUJ30XVSW4XS7,5.0,1453680000
B00004Z5CP,A6R88RCD4K0F0,5.0,1452124800
B00004Z5CP,A1CKZC8RUBGK27,4.0,1451520000
B00004Z5CP,AR2Q6M9RZRNEG,5.0,1449360000
B00004Z5CP,A1Q0K0U5TMGS03,5.0,1447804800
B00004Z5CP,AYVW3O6W8S5S4,3.0,1445990400
B00004Z5CP,A1FH7TK39B9I57,5.0,1445212800
B00004Z5CP,AXR9URSWA4832,4.0,1444953600
B00004Z5CP,A13Y9UJLVV51HD,4.0,1438905600
B00004Z5CP,A2R19YNN9DEN9N,4.0,1438041600
B00004Z5CP,AZE1M6KCHZDSE,5.0,1437523200
B00004Z5CP,A1EFTVHUX41BL7,5.0,1433980800
B00004Z5CP,A36WA7L88C2NW1,4.0,1433635200
B00004Z5CP,A2TNXYLKRSBVXK,5.0,1432684800
B00004Z5CP,AT6CZDCP4TRGA,5.0,1431648000
B00004Z5CP,AUW2LJYT2EZC4,5.0,1431129600
B00004Z5CP,A20905WZ3CM9OR,4.0,1431043200
B00004Z5CP,A1BQ0HTG3C53IH,5.0,1430352000
B00004Z5CP,ATFTXHP46OXQQ,3.0,1426723200
B00004Z5CP,A150EKG0OXV112,5.0,1424563200
B00004Z5CP,A14F2J5X5G2EXX,5.0,1423094400
B00004Z5CP,A12NYW41LVDZIZ,5.0,1421539200
B00004Z5CP,A3RIRLKTU5GEB0,4.0,1421539200
B00004Z5CP,A16DE1P2R1GNUI,5.0,1421193600
B00004Z5CP,A3LFBD2DHDWG9E,5.0,1419811200
B00004Z5CP,AEJTW5S4WENU4,4.0,1418428800
B00004Z5CP,A3E2MOGHVWK51Q,5.0,1418342400
B00004Z5CP,ADMJWDBE9COJ4,5.0,1416441600
B00004Z5CP,A38FEJ8BPFY320,5.0,1414281600
B00004Z5CP,A2WFQ41IFYIYO7,4.0,1413763200
B00004Z5CP,A31MK9C43D3JF,5.0,1409875200
B00004Z5CP,A3VQFUAB6WQXMU,5.0,1405987200
B00004Z5CP,A37O13FZ4AYUKN,5.0,1404259200
B00004Z5CP,AB37V9TAU054F,5.0,1394064000
B00004Z5CP,ALHWZSTAELK9I,5.0,1390953600
B00004Z5CP,A1ZIVHGT7L4LLK,5.0,1387756800
B00004Z5CP,A1SP0OX5KLGJQT,4.0,1378512000
B00004Z5CP,AX05DBU8IRUWY,5.0,1375920000
B00004Z5CP,A2LZSPR192KEX6,5.0,1362700800
B00004Z5CP,A278V4RQOW79GG,5.0,1359244800
B00004Z5CP,A2OY5YNT2040OT,3.0,1356998400
B00004Z5CP,ATXHIE1G3CL6G,5.0,1355356800
B00004Z5CP,A1P1GDQ03K62W1,5.0,1353542400
B00004Z5CP,A1VHDGG2CXBQ6T,5.0,1352764800
B00004Z5CP,A2AFTRU43PY9P5,5.0,1345075200
B00004Z5CP,A21I62TCDL4754,5.0,1341792000
B00004Z5CP,A1ODOGXEYECQQ8,5.0,1208217600
B00004Z5CP,A3G5MOHY1U635N,5.0,1169683200
B00004ZCJI,A14GJJGQ4ABRJS,5.0,1524182400
B00004ZCJI,ABVYGB2TKBO8F,5.0,1523664000
B00004ZCJI,A1N50YHLR4IWUY,5.0,1523232000
B00004ZCJI,A266QFNGPX2ZAU,5.0,1522022400
B00004ZCJI,A1FM44819O3ZF0,5.0,1521331200
B00004ZCJI,A3VGHF7VNFBMCQ,5.0,1517443200
B00004ZCJI,A2M3Q68I1AQTT7,5.0,1517184000
B00004ZCJI,A3RQ2JT91LTUML,5.0,1516665600
B00004ZCJI,A3QDK6Z70YQ5OR,5.0,1515974400
B00004ZCJI,A1XOZ4YKN1VW20,5.0,1515369600
B00004ZCJI,ANJLE4GOQY9FP,4.0,1514419200
B00004ZCJI,A37A9LAN8BKSYW,5.0,1512604800
B00004ZCJI,ARJX89U2QXLLH,5.0,1508716800
B00004ZCJI,A36UPTY3491XUJ,5.0,1507939200
B00004ZCJI,A3B0AB5HSWDSD2,5.0,1507420800
B00004ZCJI,A24E2TAN65JN5P,5.0,1505779200
B00004ZCJI,AR2Q6M9RZRNEG,5.0,1504915200
B00004ZCJI,A3PHW1UYLKIMH1,4.0,1503273600
B00004ZCJI,A1S2P2BIQVLDN3,5.0,1500163200
B00004ZCJI,A1QB9Y4OS8GVVR,4.0,1498521600
B00004ZCJI,A1KYGCR8ZVGAA3,4.0,1498435200
B00004ZCJI,A1IUANSOUF93LY,1.0,1496275200
B00004ZCJI,A4JF3BCJO0VGI,5.0,1494892800
B00004ZCJI,A1HY2WHFKKRGQU,5.0,1494115200
B00004ZCJI,A1BC62X6HZJGZR,5.0,1491436800
B00004ZCJI,A1J79DCOJL9MVQ,4.0,1491004800
B00004ZCJI,A2B5F8N1BO2CQA,4.0,1489708800
B00004ZCJI,A1QUKHDWTM6I32,5.0,1489622400
B00004ZCJI,A2X8VVKKP8END5,5.0,1489363200
B00004ZCJI,A8G3RK8YJH3WO,5.0,1489017600
B00004ZCJI,A2CQR1RP0QHY7F,5.0,1488067200
B00004ZCJI,AOR5VY5FVC9ML,4.0,1488067200
B00004ZCJI,A2GIX9PLVPHFMM,5.0,1487808000
B00004ZCJI,A1KEJ1HYXLFMAC,5.0,1485216000
B00004ZCJI,A3CDLNPODR4DPX,5.0,1484179200
B00004ZCJI,A3D035KQL9KQFK,5.0,1484006400
B00004ZCJI,A19H8UMERV4QEG,5.0,1483747200
B00004ZCJI,AU4KNKBSHIKRG,5.0,1483056000
B00004ZCJI,A2IBMPI3KPBMBB,5.0,1482105600
B00004ZCJI,A3D6JJHCWI4RFV,5.0,1481760000
B00004ZCJI,A1R0PBOIOOIPZK,5.0,1481760000
B00004ZCJI,A77UFJMWV0CX0,5.0,1480982400
B00004ZCJI,A190TH2TMXLRPB,5.0,1480550400
B00004ZCJI,A2EAW9C31JE4L6,5.0,1479859200
B00004ZCJI,ADB2I6MF2RYH4,3.0,1479859200
B00004ZCJI,A1GXXCTEBPNUQH,5.0,1478476800
B00004ZCJI,A1B8EJQU73YGL9,5.0,1478217600
B00004ZCJI,A24L9VQJR0SC1C,4.0,1477958400
B00004ZCJI,A2XKSPQSPBSO9E,5.0,1477958400
B00004ZCJI,AAB39SXF8HDRX,5.0,1476316800
B00004ZCJI,A2UVVA7YIAVRV8,4.0,1476057600
B00004ZCJI,AE2IDRV1J9E5I,5.0,1475625600
B00004ZCJI,A1HJKINMZ5C175,3.0,1474243200
B00004ZCJI,A3K0MNJHO7R2MG,4.0,1474070400
B00004ZCJI,A2TV53GLUBYO63,5.0,1473984000
B00004ZCJI,AQOJHLLFE14GV,3.0,1473724800
B00004ZCJI,A29HTPTAH1VKXL,3.0,1473379200
B00004ZCJI,A37P779CLO36O2,5.0,1472601600
B00004ZCJI,A15PF3UVSYVWH6,5.0,1471478400
B00004ZCJI,ATZLO2NSO5C3C,5.0,1471046400
B00004ZCJI,A3B75JRYE07CH,4.0,1470787200
B00004ZCJI,A3G6IKGM9O3WH5,5.0,1468972800
B00004ZCJI,A2Y29IRSI08F0I,5.0,1467244800
B00004ZCJI,A460Q027OS30P,5.0,1466812800
B00004ZCJI,A2VS590SKZLL4K,5.0,1466467200
B00004ZCJI,A31GFK2WVO5904,5.0,1464825600
B00004ZCJI,A3KYIWHC8WKPQU,5.0,1464739200
B00004ZCJI,A1G6RZUUF8MBX7,5.0,1464048000
B00004ZCJI,A1FNIBTI1D91KM,5.0,1463097600
B00004ZCJI,A1MVHJL5P64K1M,5.0,1462406400
B00004ZCJI,AAE6E95VI7TY0,5.0,1459728000
B00004ZCJI,AHA4XNFLSG7JH,5.0,1459123200
B00004ZCJI,A2OOZTXV7PM8X9,5.0,1456444800
B00004ZCJJ,A14GJJGQ4ABRJS,5.0,1524182400
B00004ZCJJ,ABVYGB2TKBO8F,5.0,1523664000
B00004ZCJI,A1BQ0GQO5VTP3D,4.0,1456012800
B00004ZCJI,A3FDAPE0GFNBKR,5.0,1455926400
B00004ZCJJ,A1N50YHLR4IWUY,5.0,1523232000
B00004ZCJI,A30UB41CYUO91G,5.0,1455753600
B00004ZCJI,A2B38M097QTKS5,5.0,1455494400
B00004ZCJI,A13VT2OT37R86F,5.0,1455235200
B00004ZCJJ,A266QFNGPX2ZAU,5.0,1522022400
B00004ZCJI,A37K9BUJ3K98YU,4.0,1454889600
B00004ZCJJ,A1FM44819O3ZF0,5.0,1521331200
B00004ZCJI,A3QU89RBYRMR67,5.0,1454112000
B00004ZCJI,A3UKPBTB65LLH6,4.0,1453939200
B00004ZCJI,AC2REEMGY968S,5.0,1453420800
B00004ZCJI,A370PRH0SXVZP7,5.0,1453161600
B00004ZCJJ,A3VGHF7VNFBMCQ,5.0,1517443200
B00004ZCJJ,A2M3Q68I1AQTT7,5.0,1517184000
B00004ZCJI,A6N0NBG6Z13G5,5.0,1452384000
B00004ZCJJ,A3RQ2JT91LTUML,5.0,1516665600
B00004ZCJI,A3KVDU65F9GBJ,3.0,1451952000
B00004ZCJJ,A3QDK6Z70YQ5OR,5.0,1515974400
B00004ZCJI,A2H82MAEZ9IPUT,5.0,1451606400
B00004ZCJI,APRNS6DB68LLV,5.0,1451433600
B00004ZCJJ,A1XOZ4YKN1VW20,5.0,1515369600
B00004ZCJI,A1G2B8ML3MC0IG,5.0,1451260800
B00004ZCJI,A1TF8YM1TQXV41,4.0,1450828800
B00004ZCJI,A3IL7V7KU934X9,5.0,1450310400
B00004ZCJJ,ANJLE4GOQY9FP,4.0,1514419200
B00004ZCJI,APN1STMB4GXDX,5.0,1450051200
B00004ZCJJ,A37A9LAN8BKSYW,5.0,1512604800
B00004ZCJI,A1TMYNF0F7U0C0,5.0,1448668800
B00004ZCJI,A3PRNX5PAHT6BH,5.0,1448150400
B00004ZCJI,A1JLWHPYHCTBAP,5.0,1447632000
B00004ZCJJ,ARJX89U2QXLLH,5.0,1508716800
B00004ZCJJ,A36UPTY3491XUJ,5.0,1507939200
B00004ZCJI,A1BBZ6XG1E3YR5,4.0,1446681600
B00004ZCJI,A3F388TBX5BHQQ,5.0,1446595200
B00004ZCJI,A19YOR4TA9J2RK,4.0,1446422400
B00004ZCJJ,A3B0AB5HSWDSD2,5.0,1507420800
B00004ZCJI,AND2UIWU47HGR,5.0,1446422400
B00004ZCJI,A1QYTCXVMPWA2E,4.0,1446336000
B00004ZCJI,A13A9XV81EQF30,5.0,1446249600
B00004ZCJI,ADDOTT8YOT0NS,5.0,1446163200
B00004ZCJI,A2ZC12MYUK8RLM,5.0,1445299200
B00004ZCJI,A3IQKWA25HVA5U,5.0,1445212800
B00004ZCJI,A1PW504CKM5HAC,5.0,1444953600
B00004ZCJI,A2IWXP0TWG553L,5.0,1444953600
B00004ZCJJ,A24E2TAN65JN5P,5.0,1505779200
B00004ZCJJ,AR2Q6M9RZRNEG,5.0,1504915200
B00004ZCJI,A32TNX40KOAA5C,5.0,1444003200
B00004ZCJJ,A3PHW1UYLKIMH1,4.0,1503273600
B00004ZCJI,A27Z06R9WC1FGH,1.0,1443916800
B00004ZCJI,AWVEO8VUHS6Y,5.0,1443830400
B00004ZCJI,A3IA28MYXB2SAM,4.0,1443052800
B00004ZCJI,A3M7JD51RIFPNL,4.0,1442361600
B00004ZCJJ,A1S2P2BIQVLDN3,5.0,1500163200
B00004ZCJI,A21V206B4L2Z3R,4.0,1441584000
B00004ZCJI,A2P00F1JTVFZ6I,5.0,1441411200
B00004ZCJI,A37QPYNVOZQ6LT,5.0,1441324800
B00004ZCJI,A1M0E3VQ1XIDM7,5.0,1441152000
B00004ZCJJ,A1QB9Y4OS8GVVR,4.0,1498521600
B00004ZCJI,A2HZLT6N4OLB4J,3.0,1440806400
B00004ZCJI,A3HDKUTIY3UAVT,5.0,1440633600
B00004ZCJJ,A1KYGCR8ZVGAA3,4.0,1498435200
B00004ZCJI,AP1PAUV5LLJ0L,3.0,1440201600
B00004ZCJJ,A1IUANSOUF93LY,1.0,1496275200
B00004ZCJI,A19PXUQ68MWS3M,5.0,1439856000
B00004ZCJJ,A4JF3BCJO0VGI,5.0,1494892800
B00004ZCJJ,A1HY2WHFKKRGQU,5.0,1494115200
B00004ZCJI,A15XWZX260ORFF,4.0,1438387200
B00004ZCJJ,A1BC62X6HZJGZR,5.0,1491436800
B00004ZCJJ,A1J79DCOJL9MVQ,4.0,1491004800
B00004ZCJI,A3FN77M2238QY2,2.0,1437523200
B00004ZCJJ,A2B5F8N1BO2CQA,4.0,1489708800
B00004ZCJJ,A1QUKHDWTM6I32,5.0,1489622400
B00004ZCJJ,A2X8VVKKP8END5,5.0,1489363200
B00004ZCJI,A22KAXBMNLYMKZ,5.0,1436745600
B00004ZCJJ,A8G3RK8YJH3WO,5.0,1489017600
B00004ZCJJ,A2CQR1RP0QHY7F,5.0,1488067200
B00004ZCJJ,AOR5VY5FVC9ML,4.0,1488067200
B00004ZCJJ,A2GIX9PLVPHFMM,5.0,1487808000
B00004ZCJI,A15FPV8WAFQ04H,5.0,1434499200
B00004ZCJJ,A1KEJ1HYXLFMAC,5.0,1485216000
